Employee ID,Full Legal Name,Business Unit,Job Title,Risk Score (%),Status,Leave Status,Leave Type,Termination Reason,Compa-Ratio,Last Promotion Years Ago,MUD ID,Email - Work,Position ID,Position,Effective Date for Current Position,Years in Current Position,Business Title,Worker Type,Employee\ CW Type,Is International Assignee,Scheduled Weekly Hours,Default Weekly Hours,FTE %,Work Shift,Company Code,Company,Location,Sub-function,Supervisory Organization,Supervisory Org ID,Region,Cost Center - ID,Cost Center - Name,Cost Center Hierarchy,Job Category,Job Family Group,Job Family,Job Profile,Job Code,End Employment Date,Company Service Date,Original Hire Date,Hire Date,Is Rehire,Continuous Service Date,Years - Continuous Service Date,Months - Continuous Service Date,Contract Start Date,Start Date (Remotely),Date of Move,Clawback End Date,Assignment End Date,Mobility Support Type,Manager's MUD ID,Manager's Employee ID,Worker's Manager,Manager's Business Title,Manager's Supervisory Organisation,Manager's Email,Manager's Country,Manager's Location,Date of Birth,Age,Country of Birth,City of Birth,Home Phones,Payroll ID,Legacy ID,Pay Group,Levels from Top of Organisation (CEO=2),CEO,CEO Business Title,CET,CET Business Title,CET-1,CET-1 Business Title,CET-2,CET-2 Business Title,CET-3,CET-3 Business Title,CET-4,CET-4 Business Title,CET-5,CET-5 Business Title,CET-6,CET-6 Business Title,Management Levels (Benefit Jobs),Car Allowance,Sports Allowance,Transportation Allowance,Country,Gender,Base Salary,Is Manager,Number of Direct Reports,Attrition_Risk,Tenure_Years,Grade,Midpoint
10227,Kaver Öcalan,Sales,Sales Representative,32.33,Active,Not on Leave,,,103.77416666666666,2.4,MUD10227,kaver.öcalan@beko.com,POS-528,sales representative,2025-03-16,0.3,sales representative,Contractor,Regular,False,,45,0,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-141,EMEA,7276,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-78,,2024-10-07,2024-10-07,2024-10-07,False,2024-10-07,4.6,6,2024-10-07,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1990-01-14,36,Türkiye,Durmuşaliberg,+90(627)6729350,PAY-10227,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1070,1053,USA,Female,124529,False,0,0,1.8179329226557153,9,120000.0
10256,Fayize Şensoy,Sales,Sales Representative,59.91,Active,On Leave,Sick Leave,,100.97666666666667,5.4,MUD10256,fayize.şensoy@beko.com,POS-159,sales representative,2018-04-30,3.7,sales representative,Contingent Worker,Regular,False,40.0,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-107,EMEA,1617,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-85,,2018-04-23,2018-04-23,2018-04-23,False,2018-04-23,7.0,35,2018-04-23,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1972-06-23,54,USA,New Müveddetshire,01878104802,PAY-10256,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,949,2073,Turkey,Male,121172,False,0,0,8.276522929500342,9,120000.0
10347,İVecen Zengin,Sales,Sales Representative,32.33,Active,Not on Leave,,,104.39333333333335,3.0,MUD10347,i̇vecen.zengin@beko.com,POS-854,sales representative,2020-07-07,0.8,sales representative,Contingent Worker,Regular,False,,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-110,EMEA,2149,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-17,,2019-08-29,2019-08-29,2019-08-29,False,2019-08-29,8.9,42,2019-08-29,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2003-09-23,22,Türkiye,Port Tanır,(611)998 9965,PAY-10347,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1144,1054,UK,Male,125272,False,0,0,6.926762491444216,9,120000.0
10388,Fildan Dumanlı,Production,Production Engineer,52.6,Active,Not on Leave,,,103.34583333333333,4.9,MUD10388,fildan.dumanlı@beko.com,POS-137,production engineer,2025-06-24,2.0,production engineer,Employee,Regular,False,45.0,45,100,Day,BEKO01,Beko,Gebze,Operations,Production Org,ORG-161,EMEA,1307,CC-Production,Global -> EMEA,Professional,Corporate,Production,production engineer,JC-8-56,,2024-09-02,2024-09-02,2024-09-02,False,2024-09-02,5.3,114,2024-09-02,,,,,,MUD9999,9999,Production Manager,Production Manager,Production Org,manager@beko.com,Turkey,Istanbul,1982-05-08,44,UK,Taliview,04368771569,PAY-10388,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,925,1935,USA,Male,148818,False,0,0,1.9137577002053388,8,144000.0
10393,Saire Gül,Production,Maintenance Engineer,38.61,Active,Not on Leave,,,100.37013888888889,1.4,MUD10393,saire.gül@beko.com,POS-769,maintenance engineer,2023-03-31,2.0,maintenance engineer,Contractor,Regular,True,40.0,45,100,Day,BEKO01,Beko,Çayırova,Operations,Production Org,ORG-152,EMEA,7593,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance engineer,JC-8-15,,2023-01-16,2023-01-16,2023-01-16,False,2023-01-16,2.7,31,2023-01-16,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1980-10-05,45,USA,Port Gülsiye,0136-233 4704,PAY-10393,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,959,2780,Turkey,Male,144533,False,0,0,3.542778918548939,8,144000.0
10427,Ömriye Manço,Corporate Communications & Affairs,"Assistant Specialist, Corporate Affairs",50.97,Active,Not on Leave,,,100.095,1.2,MUD10427,ömriye.manço@beko.com,POS-394,"assistant specialist, corporate affairs",2017-01-21,4.1,"assistant specialist, corporate affairs",Contractor,Regular,False,80.0,45,100,Day,BEKO01,Beko,Çayırova,Operations,Corporate Communications & Affairs Org,ORG-125,EMEA,3686,CC-Corporate Communications & Affairs,Global -> EMEA,Professional,Corporate,Corporate Communications & Affairs,"assistant specialist, corporate affairs",JC-9-39,,2016-09-03,2016-09-03,2016-09-03,False,2016-09-03,8.3,44,2016-09-03,,,,,,MUD9999,9999,Corporate Affairs Specialist,Corporate Affairs Specialist,Corporate Communications & Affairs Org,manager@beko.com,Turkey,Istanbul,1984-11-10,41,Türkiye,Lake Nuretdin,+90(239)9344606,PAY-10427,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,561,2265,Turkey,Female,120114,False,0,0,9.911019849418206,9,120000.0
10430,Günebakan Arslan,Legal,Assistant Legal Specialist,30.44,Active,Not on Leave,,,104.2025,3.0,MUD10430,günebakan.arslan@beko.com,POS-644,assistant legal specialist,2016-12-02,1.6,assistant legal specialist,Contractor,Regular,True,,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Legal Org,ORG-161,EMEA,6581,CC-Legal,Global -> EMEA,Professional,Corporate,Legal,assistant legal specialist,JC-9-41,,2016-10-02,2016-10-02,2016-10-02,False,2016-10-02,2.7,49,2016-10-02,,,,,,MUD9999,9999,Legal Specialist,Legal Specialist,Legal Org,manager@beko.com,Turkey,Istanbul,1999-08-14,26,Turkey,North Menfeathaven,+90(425)5428053,PAY-10430,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,940,2651,UK,Female,125043,False,0,0,9.831622176591376,9,120000.0
10463,Alparslan Akça,EHS & Administrative Affairs,Senior EHS Specialist,26.28,Active,Not on Leave,,,97.36975308641975,1.4,MUD10463,alparslan.akça@beko.com,POS-180,senior ehs specialist,2024-09-27,1.9,senior ehs specialist,Contractor,Regular,True,,45,50,Day,BEKO01,Beko,Gebze,Operations,EHS & Adminastrative Affairs Org,ORG-136,EMEA,7841,CC-EHS & Adminastrative Affairs,Global -> EMEA,Professional,Corporate,EHS & Adminastrative Affairs,senior ehs specialist,JC-7-22,,2023-11-09,2023-11-09,2023-11-09,False,2023-11-09,4.0,99,2023-11-09,,,,,,MUD9999,9999,EHS Manager,EHS Manager,EHS & Adminastrative Affairs Org,manager@beko.com,Turkey,Istanbul,2005-11-06,20,Turkey,Lake Mengüçberg,+90(888)818-9304x616,PAY-10463,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,948,2633,Turkey,Female,157739,False,0,0,2.729637234770705,7,162000.0
10488,İŞcan Tevetoğlu,Production,Production Specialist,32.74,Active,On Leave,Annual Leave,,97.53583333333333,0.7,MUD10488,i̇şcan.tevetoğlu@beko.com,POS-183,production specialist,2018-07-07,1.0,production specialist,Employee,Regular,True,80.0,45,100,Day,BEKO01,Beko,Istanbul,Operations,Production Org,ORG-103,EMEA,9746,CC-Production,Global -> EMEA,Professional,Corporate,Production,production specialist,JC-9-87,,2017-12-17,2017-12-17,2017-12-17,False,2017-12-17,9.8,96,2017-12-17,,,,,,MUD9999,9999,Production Manager,Production Manager,Production Org,manager@beko.com,Turkey,Istanbul,1979-01-02,47,Türkiye,Şensoymouth,0612-536 0640,PAY-10488,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,998,2301,Turkey,Female,117043,False,0,0,8.624229979466119,9,120000.0
10507,Revza Çetin,Sales,E-Commerce Specialist,61.58,Active,On Leave,Annual Leave,,109.74753086419753,5.2,MUD10507,revza.çetin@beko.com,POS-289,e-commerce specialist,2025-11-10,2.4,e-commerce specialist,Contractor,Regular,True,45.0,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-178,EMEA,7790,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,e-commerce specialist,JC-7-42,,2025-05-21,2025-05-21,2025-05-21,False,2025-05-21,5.8,88,2025-05-21,,,,,,MUD9999,9999,E-Commerce Channel Lead,E-Commerce Channel Lead,Sales Org,manager@beko.com,Turkey,Istanbul,1965-01-20,61,USA,Taciddinhaven,0368-681 1143,PAY-10507,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1267,1569,Turkey,Female,177791,False,0,0,1.1991786447638604,7,162000.0
10559,Şahat Soylu,Supply Chain,Production Planning Manager,28.06,Active,Not on Leave,,,94.64814814814815,3.5,MUD10559,şahat.soylu@beko.com,POS-792,production planning manager,2027-02-28,1.9,production planning manager,Employee,Regular,False,40.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Supply Chain Org,ORG-160,EMEA,1835,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,production planning manager,JC-7-23,,2026-03-13,2026-03-13,2026-03-13,False,2026-03-13,1.1,15,2026-03-13,,,,,,MUD9999,9999,Supply Chain Director,Supply Chain Director,Supply Chain Org,manager@beko.com,Turkey,Istanbul,2007-04-08,19,USA,Durmuşstad,+90(205)0254972,PAY-10559,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1228,1573,Turkey,Female,153330,True,6,0,0.3887748117727584,7,162000.0
10704,Fehmiye Akdeniz,Sales,Sales Representative,32.64,Active,Not on Leave,,,97.2575,1.5,MUD10704,fehmiye.akdeniz@beko.com,POS-174,sales representative,2022-02-20,3.8,sales representative,Contractor,Regular,True,40.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-174,EMEA,6669,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-38,,2021-04-11,2021-04-11,2021-04-11,False,2021-04-11,6.8,5,2021-04-11,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1984-05-20,42,UK,New Senihaside,0267-233 9907,PAY-10704,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,576,2538,Turkey,Male,116709,False,0,0,5.308692676249144,9,120000.0
10765,Abdülkerim Durdu,Production,Maintenance Manager,24.57,Active,On Leave,Annual Leave,,92.33209876543211,2.0,MUD10765,abdülkerim.durdu@beko.com,POS-188,maintenance manager,2023-01-22,3.2,maintenance manager,Employee,Regular,True,45.0,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Production Org,ORG-152,EMEA,6829,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance manager,JC-7-53,,2022-07-20,2022-07-20,2022-07-20,False,2022-07-20,2.1,31,2022-07-20,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,1986-05-15,40,Turkey,South Feyruzview,+90(555)267-2036x702,PAY-10765,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,812,1430,Turkey,Female,149578,True,0,0,4.035592060232717,7,162000.0
10774,Mirbadin Demirel,Sales,Sales Representative,32.64,Active,Not on Leave,,,99.9075,3.4,MUD10774,mirbadin.demirel@beko.com,POS-293,sales representative,2024-06-27,3.2,sales representative,Employee,Regular,True,80.0,45,0,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-131,EMEA,2206,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-72,,2023-12-25,2023-12-25,2023-12-25,False,2023-12-25,7.7,25,2023-12-25,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1981-07-09,45,Türkiye,South Sevdi,+90(089)440-6545x259,PAY-10774,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,637,2391,Turkey,Female,119889,False,0,0,2.6036960985626285,9,120000.0
10789,Serfinaz Kısakürek,Sales,Sales Representative,59.64,Active,On Leave,Annual Leave,,96.0625,4.4,MUD10789,serfinaz.kısakürek@beko.com,POS-170,sales representative,2020-07-08,2.7,sales representative,Contingent Worker,Regular,False,,45,50,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-188,EMEA,6413,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-73,,2020-03-27,2020-03-27,2020-03-27,False,2020-03-27,7.0,73,2020-03-27,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1991-12-12,34,Turkey,Amaçshire,0720 948 03 69,PAY-10789,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1029,1515,Turkey,Male,115275,False,0,0,6.349075975359343,9,120000.0
10801,Firdevis Eraslan,Finance,Treasury Manager,28.15,Active,Not on Leave,,,107.23333333333333,3.1,MUD10801,firdevis.eraslan@beko.com,POS-263,treasury manager,2018-08-08,1.8,treasury manager,Employee,Regular,False,45.0,45,100,Day,BEKO01,Beko,Gebze,Operations,Finance Org,ORG-173,EMEA,5429,CC-Finance,Global -> EMEA,Professional,Corporate,Finance,treasury manager,JC-7-74,,2018-04-05,2018-04-05,2018-04-05,False,2018-04-05,3.3,51,2018-04-05,,,,,,MUD9999,9999,Finance Director,Finance Director,Finance Org,manager@beko.com,Turkey,Istanbul,1993-06-29,33,Türkiye,West Durukport,+90(138)5699391,PAY-10801,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1110,2209,UK,Female,173718,True,9,0,8.32580424366872,7,162000.0
10806,Tomurcuk Şensoy,Sales,Sales Representative,32.82,Active,Not on Leave,,,95.5925,3.0,MUD10806,tomurcuk.şensoy@beko.com,POS-278,sales representative,2021-02-02,2.8,sales representative,Employee,Regular,True,40.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-150,EMEA,8808,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-20,,2020-11-24,2020-11-24,2020-11-24,False,2020-11-24,6.5,66,2020-11-24,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1980-10-11,45,USA,Port Gülel,+90(253)4238670,PAY-10806,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1214,2085,UK,Female,114711,False,0,0,5.686516084873374,9,120000.0
10822,Amre Yılmaz,EHS & Administrative Affairs,Administrative Affairs Specialist,52.85,Active,On Leave,Annual Leave,,103.45694444444445,5.4,MUD10822,amre.yılmaz@beko.com,POS-534,administrative affairs specialist,2018-09-27,0.5,administrative affairs specialist,Contractor,Regular,True,,45,0,Day,BEKO01,Beko,Bolu,Operations,EHS & Adminastrative Affairs Org,ORG-181,EMEA,8710,CC-EHS & Adminastrative Affairs,Global -> EMEA,Professional,Corporate,EHS & Adminastrative Affairs,administrative affairs specialist,JC-8-78,,2018-08-07,2018-08-07,2018-08-07,False,2018-08-07,5.0,110,2018-08-07,,,,,,MUD9999,9999,Administrative Affairs Manager,Administrative Affairs Manager,EHS & Adminastrative Affairs Org,manager@beko.com,Turkey,Istanbul,1992-02-12,34,Türkiye,Şensoyborough,0149 997 03 20,PAY-10822,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,792,1398,Turkey,Female,148978,False,0,0,7.98631074606434,8,144000.0
10823,Aran Çetin,Sales,Sales Representative,32.46,Active,Not on Leave,,,98.1625,2.2,MUD10823,aran.çetin@beko.com,POS-386,sales representative,2022-12-31,0.4,sales representative,Contractor,Regular,False,,45,50,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-124,EMEA,6101,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-95,,2022-07-31,2022-07-31,2022-07-31,False,2022-07-31,0.6,12,2022-07-31,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1985-05-06,41,USA,Eraslanborough,04421065100,PAY-10823,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1129,1347,Turkey,Female,117795,False,0,0,4.005475701574264,9,120000.0
