Employee ID,Full Legal Name,Status,Leave Status,Leave Type,Termination Reason,Compa-Ratio,Last Promotion Years Ago,MUD ID,Email - Work,Position ID,Position,Effective Date for Current Position,Years in Current Position,Business Title,Job Title,Worker Type,Employee\ CW Type,Is International Assignee,Is Manager,Scheduled Weekly Hours,Default Weekly Hours,FTE %,Work Shift,Country,Company Code,Company,Location,Business Unit,Sub-function,Supervisory Organization,Supervisory Org ID,Region,Cost Center - ID,Cost Center - Name,Cost Center Hierarchy,Job Category,Job Family Group,Job Family,Job Profile,Job Code,End Employment Date,Company Service Date,Original Hire Date,Hire Date,Is Rehire,Continuous Service Date,Years - Continuous Service Date,Months - Continuous Service Date,Contract Start Date,Start Date (Remotely),Date of Move,Clawback End Date,Assignment End Date,Mobility Support Type,Manager's MUD ID,Manager's Employee ID,Worker's Manager,Manager's Business Title,Manager's Supervisory Organisation,Manager's Email,Manager's Country,Manager's Location,Date of Birth,Age,Country of Birth,City of Birth,Gender,Home Phones,Payroll ID,Legacy ID,Pay Group,Number of Direct Reports,Levels from Top of Organisation (CEO=2),CEO,CEO Business Title,CET,CET Business Title,CET-1,CET-1 Business Title,CET-2,CET-2 Business Title,CET-3,CET-3 Business Title,CET-4,CET-4 Business Title,CET-5,CET-5 Business Title,CET-6,CET-6 Business Title,Management Levels (Benefit Jobs),Base Salary,Car Allowance,Sports Allowance,Transportation Allowance
10010,ruhide karadeniz,Active,On Leave,Maternity Leave,,0.93,0.7,MUD10010,ruhide.karadeniz@beko.com,POS-536,key account management head,2021-02-08,1.6,key account management head,key account management head,Employee,Regular,Yes,Yes,40.0,45,0,Day,Türkiye,BEKO01,Beko,Bolu,Sales,Operations,Sales Org,ORG-177,EMEA,2977,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,key account management head,JC-6-72,,2020-03-25,2020-03-25,2020-03-25,No,2020-03-25,2.9,77,2020-03-25,,,,,,MUD9999,9999,Sales Director,Sales Director,Sales Org,manager@beko.com,Turkey,Istanbul,1978-05-10,48,Turkey,South Gürardaton,Female,0298-514 4869,PAY-10010,,Monthly,5,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,194730,0,1186,1546
10011,züheyla i̇hsanoğlu,Active,On Leave,Maternity Leave,,1.36,3.2,MUD10011,züheyla.i̇hsanoğlu@beko.com,POS-666,procurement director,2024-05-24,4.4,procurement director,procurement director,Employee,Regular,No,Yes,80.0,45,100,Day,UK,BEKO01,Beko,Sütlüce,Procurement,Operations,Procurement Org,ORG-129,EMEA,1530,CC-Procurement,Global -> EMEA,Professional,Corporate,Procurement,procurement director,JC-5-57,,2023-06-02,2023-06-02,2023-06-02,No,2023-06-02,4.8,17,2023-06-02,,,,,,MUD9999,9999,General Manager,General Manager,Procurement Org,manager@beko.com,Turkey,Istanbul,1964-01-05,62,UK,North Şenkal,FEMALE,+90(392)2026980,PAY-10011,,Monthly,3,5,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,573911,3401,1046,2493
10012,oganer aksu,Active,Not on Leave,,,1.04,3.5,MUD10012,oganer.aksu@beko.com,POS-197,sales representative,2021-06-09,3.8,sales representative,sales representative,Contractor,Regular,No,No,80.0,45,0,Day,USA,BEKO01,Beko,Gebze,Sales,Operations,Sales Org,ORG-134,EMEA,4020,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-96,,2021-03-16,2021-03-16,2021-03-16,No,2021-03-16,7.8,89,2021-03-16,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1973-07-17,53,Türkiye,Aslanfort,MALE,+90 (068) 0177031,PAY-10012,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,124485,0,1204,2140
10013,mevlüt tarhan,Active,Not on Leave,,,0.93,6.0,MUD10013,mevlüt.tarhan@beko.com,POS-509,procurement specialist,2020-01-01,2.6,procurement specialist,procurement specialist,Employee,Regular,No,No,,45,0,Day,Turkey,BEKO01,Beko,Sütlüce,Procurement,Operations,Procurement Org,ORG-124,EMEA,8301,CC-Procurement,Global -> EMEA,Professional,Corporate,Procurement,procurement specialist,JC-8-15,,2019-10-29,2019-10-29,2019-10-29,No,2019-10-29,1.6,5,2019-10-29,,,,,,MUD9999,9999,Direct Materials Procurement Manager / Indirect Procurement Manager,Direct Materials Procurement Manager / Indirect Procurement Manager,Procurement Org,manager@beko.com,Turkey,Istanbul,1997-06-19,29,Türkiye,Vacibetown,Female,+90(493)3267244,PAY-10013,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,133832,0,734,2683
10014,andiç sezgin,Terminated,Not on Leave,,Lack of Promotion,0.98,4.9,MUD10014,andiç.sezgin@beko.com,POS-329,sales representative,2020-07-29,2.2,sales representative,sales representative,Contingent Worker,Regular,Yes,No,40.0,45,0,Day,USA,BEKO01,Beko,Bolu,Sales,Operations,Sales Org,ORG-114,EMEA,8218,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-30,2022-04-26,2019-09-27,2019-09-27,2019-09-27,No,2019-09-27,7.6,92,2019-09-27,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1973-06-09,53,UK,Asuchester,Female,08083906540,PAY-10014,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,117456,0,1435,2931
10015,laika akgündüz,Active,On Leave,Maternity Leave,,1.03,3.4,MUD10015,laika.akgündüz@beko.com,POS-260,six sigma specialist,2023-11-26,4.9,six sigma specialist,six sigma specialist,Contractor,Regular,No,No,45.0,45,50,Day,Turkey,BEKO01,Beko,Bolu,Production,Operations,Production Org,ORG-144,EMEA,6325,CC-Production,Global -> EMEA,Professional,Corporate,Production,six sigma specialist,JC-8-23,,2023-10-06,2023-10-06,2023-10-06,No,2023-10-06,2.5,91,2023-10-06,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1970-10-16,55,Turkey,Lake Nefiye,Female,02727281291,PAY-10015,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,148358,0,905,2811
10016,sanavber ertaş,Active,On Leave,Maternity Leave,,1.03,4.7,MUD10016,sanavber.ertaş@beko.com,POS-941,sales representative,2018-04-08,1.8,sales representative,sales representative,Contingent Worker,Regular,Yes,No,80.0,45,50,Day,Türkiye,BEKO01,Beko,Çayırova,Sales,Operations,Sales Org,ORG-149,EMEA,4640,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-54,,2018-01-04,2018-01-04,2018-01-04,No,2018-01-04,9.1,34,2018-01-04,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1967-04-15,59,USA,West Kitanchester,FEMALE,+90(266)7652728,PAY-10016,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,123197,0,1051,1538
10017,mihriye şafak,Active,Not on Leave,,,0.93,4.5,MUD10017,mihriye.şafak@beko.com,POS-759,marketing manager ,2026-01-08,3.6,marketing manager ,marketing manager ,Employee,Regular,No,Yes,40.0,45,100,Day,Turkey,BEKO01,Beko,Gebze,Marketing,Operations,Marketing Org,ORG-138,EMEA,6831,CC-Marketing,Global -> EMEA,Professional,Corporate,Marketing,marketing manager ,JC-6-36,,2025-07-24,2025-07-24,2025-07-24,No,2025-07-24,6.4,67,2025-07-24,,,,,,MUD9999,9999,Marketing Director,Marketing Director,Marketing Org,manager@beko.com,Turkey,Istanbul,1979-10-04,46,UK,Eraslanshire,Erkek,(070)886 4067,PAY-10017,,Monthly,10,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,195373,0,641,2043
10018,elvan çorlu,Active,Not on Leave,,,0.97,1.6,MUD10018,elvan.çorlu@beko.com,POS-472,sales representative,2024-04-25,1.9,sales representative,sales representative,Contractor,Regular,Yes,No,45.0,45,50,Day,Turkey,BEKO01,Beko,Bolu,Sales,Operations,Sales Org,ORG-196,EMEA,7763,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-12,,2024-02-21,2024-02-21,2024-02-21,No,2024-02-21,6.1,95,2024-02-21,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2001-12-01,24,UK,North Hasret,M,+90(192)9022154,PAY-10018,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,116504,0,1142,1327
10019,tuğçe şafak,Terminated,Not on Leave,,Career Development,1.05,0.6,MUD10019,tuğçe.şafak@beko.com,POS-343,regional field sales manager,2022-12-22,4.7,regional field sales manager,regional field sales manager,Employee,Regular,Yes,Yes,45.0,45,0,Day,Turkey,BEKO01,Beko,Sütlüce,Sales,Operations,Sales Org,ORG-179,EMEA,1533,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,regional field sales manager,JC-8-45,2026-02-09,2022-07-19,2022-07-19,2022-07-19,No,2022-07-19,5.4,32,2022-07-19,,,,,,MUD9999,9999,Regional Field Sales Lead,Regional Field Sales Lead,Sales Org,manager@beko.com,Turkey,Istanbul,1979-01-20,47,UK,Haliyeshire,m,+90(932)2533320,PAY-10019,,Monthly,9,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,151526,0,979,2083
10020,onuker durmuş,Terminated,Not on Leave,,Retirement,1.08,1.0,MUD10020,onuker.durmuş@beko.com,POS-350,automation engineer,2026-02-24,2.5,automation engineer,automation engineer,Contractor,Regular,No,No,80.0,45,50,Day,Türkiye,BEKO01,Beko,Sütlüce,Production,Operations,Production Org,ORG-145,EMEA,2101,CC-Production,Global -> EMEA,Professional,Corporate,Production,automation engineer,JC-8-15,2026-07-11,2025-03-11,2025-03-11,2025-03-11,No,2025-03-11,8.0,11,2025-03-11,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1961-02-19,65,UK,Port Çaltı,Female,(501)935 4503,PAY-10020,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,155616,0,617,2396
10021,günsel i̇nönü,Terminated,Not on Leave,,Lack of Promotion,0.97,5.7,MUD10021,günsel.i̇nönü@beko.com,POS-694,sales representative,2020-01-31,0.9,sales representative,sales representative,Contractor,Regular,Yes,No,45.0,45,100,Day,USA,BEKO01,Beko,Sütlüce,Sales,Operations,Sales Org,ORG-164,EMEA,5666,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-98,2025-07-10,2019-04-02,2019-04-02,2019-04-02,No,2019-04-02,4.4,117,2019-04-02,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1991-05-09,35,Türkiye,New Kenter,Erkek,03243629620,PAY-10021,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,115827,0,800,1890
10022,gülel ertaş,Terminated,Not on Leave,,Relocation,1.05,4.7,MUD10022,gülel.ertaş@beko.com,POS-127,maintenance specialist,2016-12-10,3.5,maintenance specialist,maintenance specialist,Contingent Worker,Regular,No,No,,45,100,Day,UK,BEKO01,Beko,Çayırova,Production,Operations,Production Org,ORG-144,EMEA,9820,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance specialist,JC-9-92,2024-09-15,2016-08-12,2016-08-12,2016-08-12,No,2016-08-12,0.5,26,2016-08-12,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1995-03-31,31,Türkiye,North Erginel,m,0412-907 5965,PAY-10022,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,125791,0,769,2990
10023,ezgin i̇nönü,Active,On Leave,Maternity Leave,,1.06,3.0,MUD10023,ezgin.i̇nönü@beko.com,POS-995,maintenance engineer,2019-02-27,1.3,maintenance engineer,maintenance engineer,Contingent Worker,Regular,Yes,No,40.0,45,0,Day,Turkey,BEKO01,Beko,Bolu,Production,Operations,Production Org,ORG-178,EMEA,3193,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance engineer,JC-8-17,,2018-05-15,2018-05-15,2018-05-15,No,2018-05-15,9.7,8,2018-05-15,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,2004-05-23,22,USA,East Nurullahfort,Kadın,317 7 495,PAY-10023,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,152489,0,805,2723
10024,sadeti zorlu,Terminated,Not on Leave,,Lack of Promotion,0.97,3.7,MUD10024,sadeti.zorlu@beko.com,POS-167,sales representative,2023-04-23,0.1,sales representative,sales representative,Employee,Regular,No,No,40.0,45,0,Day,Turkey,BEKO01,Beko,Istanbul,Sales,Operations,Sales Org,ORG-101,EMEA,7290,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-33,2023-10-05,2022-09-03,2022-09-03,2022-09-03,No,2022-09-03,3.2,19,2022-09-03,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1967-12-03,58,USA,Sahilland,Male,07591922671,PAY-10024,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,116646,0,1052,2952
10025,gülsevil çamurcuoğlu,Active,Not on Leave,,,0.92,0.9,MUD10025,gülsevil.çamurcuoğlu@beko.com,POS-819,production planner,2017-04-17,1.3,production planner,production planner,Employee,Regular,No,No,45.0,45,0,Day,Türkiye,BEKO01,Beko,Bolu,Production,Operations,Production Org,ORG-129,EMEA,2636,CC-Production,Global -> EMEA,Professional,Corporate,Production,production planner,JC-8-71,,2016-08-03,2016-08-03,2016-08-03,No,2016-08-03,7.1,41,2016-08-03,,,,,,MUD9999,9999,Production Manager,Production Manager,Production Org,manager@beko.com,Turkey,Istanbul,1976-02-23,50,UK,Nabilfurt,FEMALE,0647 528 64 61,PAY-10025,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,132638,0,614,2902
10026,yoruç akgündüz,Terminated,Not on Leave,,Work-Life Balance / Burnout,0.98,1.8,MUD10026,yoruç.akgündüz@beko.com,POS-245,sales representative,2026-07-05,2.4,sales representative,sales representative,Employee,Regular,No,No,45.0,45,0,Day,Turkey,BEKO01,Beko,Istanbul,Sales,Operations,Sales Org,ORG-189,EMEA,1416,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-89,2026-07-27,2026-06-09,2026-06-09,2026-06-09,No,2026-06-09,2.6,52,2026-06-09,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1999-04-24,27,USA,Demirmouth,MALE,00099284524,PAY-10026,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,117923,0,559,1493
10027,laika akça,Active,On Leave,Maternity Leave,,0.96,2.4,MUD10027,laika.akça@beko.com,POS-162,sales representative,2017-07-27,2.1,sales representative,sales representative,Contractor,Regular,Yes,No,80.0,45,50,Day,Turkey,BEKO01,Beko,Istanbul,Sales,Operations,Sales Org,ORG-124,EMEA,3723,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-23,,2017-05-15,2017-05-15,2017-05-15,No,2017-05-15,9.5,104,2017-05-15,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1995-09-19,30,UK,West Yekbunbury,Kadın,(505)143 2191,PAY-10027,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,115133,0,1278,2090
10028,ergener yaman,Active,On Leave,Maternity Leave,,0.97,2.4,MUD10028,ergener.yaman@beko.com,POS-406,sales representative,2023-07-01,4.3,sales representative,sales representative,Employee,Regular,Yes,No,,45,100,Day,Türkiye,BEKO01,Beko,Bolu,Sales,Operations,Sales Org,ORG-130,EMEA,1808,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-76,,2023-03-08,2023-03-08,2023-03-08,No,2023-03-08,6.9,52,2023-03-08,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2006-01-13,20,Turkey,Soylushire,Kadın,+90(247)925-4221x883,PAY-10028,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,116705,0,771,2080
10029,nesfe şafak,Terminated,Not on Leave,,Personal Reasons,1.05,2.8,MUD10029,nesfe.şafak@beko.com,POS-360,sales representative,2026-07-10,1.5,sales representative,sales representative,Employee,Regular,Yes,No,,45,100,Day,USA,BEKO01,Beko,Bolu,Sales,Operations,Sales Org,ORG-180,EMEA,6264,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-99,2026-06-24,2026-03-24,2026-03-24,2026-03-24,No,2026-03-24,5.2,72,2026-03-24,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2005-03-04,21,Türkiye,New Ismıktown,F,0877-067 6933,PAY-10029,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,125959,0,1206,1411
